REPORTID,USERID,REQUESTTYPE,REPORTTYPEID,ADDEDBY,HOSTID,LATITUDE,LONGITUDE,RADIUSIMPACT,DESCRIPTION,PRICE,REPORTSTATUSID,DATE,TIME,CREATEDTIME,LASTMODIFIEDTIME,ADDRESS,TOTALNUMBERINJURED,TOTALNUMBERKILLED,VEHICLETYPECODE,,,,,,,,,,,,,,,,,,,,,
20439,,it’s hard for people to see each other,,,,-71.05523,42.310894,,There isn't sufficient lighting and there have been an increase in muggings and car break-ins on Bay Street. This needs to be addressed.,,0,1/24/2016,19:21:24,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20440,,there are no bike facilities or they need maintenance,,,,-71.10024,42.32286,,"Busy bike path dumps out onto even busier sidewalk. The intersection design implies ppl should walk their bikes, which no one does, nor should one be expected to. Should be a clear right of way for bikes through the intersection.",,0,1/24/2016,19:24:40,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20441,,people speed,,,,-71.10337,42.31635,,"Drivers often speed on this part of Amory St. Scary, especially with the sidewalks so narrow.",,0,1/24/2016,19:26:36,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20442,,of something that is not listed here,,,,-71.05889,42.31271,,Narrow right turn when turning onto Savin Hill Ave from Pleasant street. Allowing cars to park all the way to the corners makes it difficult to turn.,,0,1/24/2016,19:30:06,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20443,,there are no bike facilities or they need maintenance,,,,-71.10668,42.33858,,"Considering how many LMA employees bike to work, it is insane that there isn't real bike infrastructure on Longwood Ave. Protected lanes between Binney St and Brookline Ave would be great.",,0,1/24/2016,19:35:38,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20444,,people speed,,,,-71.099014,42.328926,,"Drivers really speed on Parker, and it's so narrow. Something should be done to reduce the volume (and speed)--people should really not be using a neighborhood street for cut through traffic, but that's what they do.",,0,1/24/2016,19:38:38,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20445,,there are no bike facilities or they need maintenance,,,,-71.14074,42.342564,,"Would be easy to stripe some bike lanes here to connect with the bike lanes on the Washington St in Brookline. Since there is no parking allowed on the west side of Washington St, the road is wide enough for a bike lane on both sides.",,0,1/24/2016,19:45:24,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20446,,the roadway surface needs maintenance,,,,-71.13913,42.34598,,,,0,1/24/2016,19:51:15,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20447,,it’s hard for people to see each other,,,,-71.132835,42.356937,,It's very hard to see approaching traffic on Lincoln Street when crossing from the footbridge to Franklin St. And traffic on Franklin St is nearly always speeding. People have been struck and killed by cars here.,,0,1/24/2016,19:56:44,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20448,,there are no bike facilities or they need maintenance,,,,-71.12644,42.35788,,"\It is hard to make a left from the bike lane on Cambridge Street onto N Harvard St. I often do a \""\""2-stage\""\"" turn""",,0,1/24/2016,19:58:40,,,,,,"but drivers turning left from N Harvard onto Cambridge NEVER yield and probably do not realize they have to.\""
20449,,of something that is not listed here,,,,-71.12774,42.364616,,Now that the Harvard Sq-bound bike lane is next to the curb (which is great!)"," bikers must contend with low hanging branches from trees. Regular tree-trimming would be great.""",,0,1/24/2016,20:06:01,,,,,,bikes,,,,,,,,,,
20450,,people don't yield while turning,,,,-71.11,42.3503,,Drivers speed up into the merge across the bike lane when making a right onto Carlton. This makes biking straight inbound on Comm Ave feel quite treacherous.,,0,1/24/2016,20:10:22,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20451,,there are no bike facilities or they need maintenance,,,,-71.10651,42.35011,,"Very difficult turn left from Comm Ave to St. Mary's Street here. The bike box is a joke, cars always queue in it. It's hard to even merge over with speeding traffic. Some kind of two stage queue box would be great here with a dedicated bike signal.",,0,1/24/2016,20:15:54,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20452,,people have to cross too many lanes / too far,,,,-71.09227,42.339012,,"This intersection is missing an entire crosswalk on the east side of Parker St. On foot, this means an incredible circuitous route.",,0,1/24/2016,20:20:45,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20453,,there are no bike facilities or they need maintenance,,,,-71.07103,42.349277,,"This part of Columbus is so wide, has such a low volume of car traffic (comparatively) and yet there are no bike facilities for such an important corridor (sharrows don't count). Seems easily wide enough for cycle tracks.",,0,1/24/2016,20:22:57,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20454,,people don't yield while turning,,,,-71.091896,42.350197,,Drivers turning right on Storrow westbound do not look for bikes. I routinely get cut off here.,,0,1/24/2016,20:33:15,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20455,,there are no bike facilities or they need maintenance,,,,-71.09427,42.349537,,This stretch of Beacon St seems wide enough for a separated bike lane. Low hanging fruit?,,0,1/24/2016,20:36:52,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20456,,people cross away from the crosswalks,,,,-71.08723,42.347374,,There isn't a crosswalk to cross Cambria Street when walking on the south side of Boylston Street. It's unclear where pedestrians are supposed to cross and turning traffic does not slow down or yield to pedestrians.,,0,1/24/2016,20:48:40,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20457,,"\people have to wait too long for the \""\""Walk\""\"" signal\""""",,,,-71.05279,42.35144,,"This intersection has a four-way walk signal. Cars, peds and cyclists would all flow better through this intersection if the walk signal was aligned with the green and turning traffic yielded.",,0,1/24/2016,21:03:48,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20458,,people run red lights / stop signs,,,,-71.08652,42.344948,,"Cyclists, cars and the MBTA #1 bus frequently run the light at the pedestrian crossing here.",,0,1/24/2016,21:05:38,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20459,,of something that is not listed here,,,,-71.056946,42.353275,,"When the traffic traveling east on Summer has a green light, they should also have a green arrow to turn left onto High -- it's not immediately apparent that they do not have to yield to the opposing traffic (since they have a red light).",,0,1/24/2016,21:11:16,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20460,,people have to cross too many lanes / too far,,,,-71.12269,42.351852,,"People walking here have to travel really far out of their way just to cross the street. The result is pretty much what you'd expect. Thanks, Boston!",,0,1/24/2016,21:15:48,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20461,,people cross away from the crosswalks,,,,-71.132515,42.290672,,Lot of people cross coming to and from commuter rail station. Very dangerous.,,0,1/24/2016,21:29:12,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20462,,people speed,,,,-71.13215,42.291008,,"Speeding is rampant on Walter St, especially coming around bend here.",,0,1/24/2016,21:30:08,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20463,,people speed,,,,-71.130646,42.291805,,,,0,1/24/2016,21:30:27,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20464,,people speed,,,,-71.13044,42.294815,,This intersection is very difficult to navigate.,,0,1/24/2016,21:31:31,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20465,,people cross away from the crosswalks,,,,-71.131966,42.287247,,"Should be a crosswalk here, natural crossing point for people to access commuter rail station",,0,1/24/2016,21:45:41,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20466,,people don't yield while going straight,,,,-71.13422,42.288124,,"Crosswalk used by many people to access Fallon Field. Lot of speeding and dangerous crossing here, also very wide to cross. Bumpout would help a lot here.",,0,1/24/2016,21:47:10,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20467,,people cross away from the crosswalks,,,,-71.13833,42.287785,,Good spot for a crosswalk particularly with church here,,0,1/24/2016,21:48:11,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20468,,people speed,,,,-71.14191,42.287796,,,,0,1/24/2016,21:48:37,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20469,,people don't yield while going straight,,,,-71.12923,42.29649,,Very dangerous and heavily-used crossing  intersection,,0,1/24/2016,21:50:35,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20470,,there are no sidewalks or they need maintenance,,,,-71.12842,42.29636,,"No sidewalks here despite heavy pedestrian usage. Results in more speeding and cars parked up on side, blocking it for pedestrians.",,0,1/24/2016,21:53:54,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20471,,of something that is not listed here,,,,-71.05695,42.33778,,The Dorchester Ave bike lane starts/ends here. Crossing this intersection to continue north of Dorchester Ave is dangerous because drivers attempt to pass cyclists in the intersection.,,0,1/24/2016,22:25:59,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20472,,there are no sidewalks or they need maintenance,,,,-71.057076,42.338913,,The sidewalk is very narrow on the east side of Dorchester Ave crossing the South Boston Bypass road because of an underground pipe that crosses the bridge above ground on the sidewalk.,,0,1/24/2016,22:27:00,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20473,,people speed,,,,-71.06132,42.34592,,,,0,1/24/2016,22:37:45,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20474,,of something that is not listed here,,,,-71.0614,42.345917,,"Drivers do not follow lanes when turning, or cross all lanes from the right to enter I-93S onramp.",,0,1/24/2016,22:38:33,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20475,,people have to cross too many lanes / too far,,,,-71.05258,42.329155,,The curb-to-curb distance is too large crossing from the church to the park. Drivers speed and do not stop.,,0,1/24/2016,22:42:35,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20476,,people run red lights / stop signs,,,,-71.05212,42.328968,,"Three travel lanes, one stop sign. Drivers do not stop.",,0,1/24/2016,22:43:01,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20477,,people run red lights / stop signs,,,,-71.05683,42.329487,,Drivers do not obey no turn on red restriction.,,0,1/24/2016,22:44:32,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20478,,of something that is not listed here,,,,-71.06045,42.33016,,Drivers frequently ignore left lane must turn left restriction.,,0,1/24/2016,22:46:28,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20479,,people double park their vehicles,,,,-71.06707,42.331417,,Trailers parked at warehouse are often too long and stick out into travel lanes,,0,1/24/2016,22:47:08,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20480,,people speed,,,,-71.05918,42.32668,,No lane markings; drivers speed and weave.,,0,1/24/2016,22:50:20,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20481,,of something that is not listed here,,,,-71.04871,42.340626,,D St is one way N/B here. Drivers drive S/B in the cycletrack.,,0,1/24/2016,22:52:15,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20482,,people speed,,,,-71.05766,42.34315,,,,0,1/24/2016,22:53:06,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20483,,people speed,,,,-71.06489,42.33554,,Drivers frequently cross all lanes from right to left in order to enter I-93 onramp.,,0,1/24/2016,22:56:07,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20484,,of something that is not listed here,,,,-71.06159,42.342747,,Lane alignment is poor. Dangerous for all roadway users.,,0,1/24/2016,22:57:09,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20485,,people speed,,,,-71.04887,42.33008,,,,0,1/24/2016,22:59:25,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20486,,of something that is not listed here,,,,-71.051125,42.320942,,Lane alignment is poor.,,0,1/24/2016,23:00:20,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20487,,people don't yield while turning,,,,-71.10002,42.343964,,Walk signal won't trigger without pressing the button at this high pedestrian volume intersection. Turning drivers also never yield which is terrifying.,,0,1/25/2016,0:23:31,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20488,,people double park their vehicles,,,,-71.0664,42.31757,,There are many double parkers in front of CVS and Brother's Supermarket,,0,1/25/2016,0:39:54,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20489,,of something that is not listed here,,,,-71.10265,42.34329,,cars block the box here with abandon,,0,1/25/2016,0:41:50,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
20490,,there are no sidewalks or they need maintenance,,,,-71.06551,42.317196,,The brick is in poor condition,,0,1/25/2016,0:42:54,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20491,,there are no bike facilities or they need maintenance,,,,-71.106834,42.348793,,need a contraflow bike lane here,,0,1/25/2016,0:43:21,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20492,,people don't yield while turning,,,,-71.08982,42.351704,,cars coming up the off ramp don't yield to pedestrians or cyclists here,,0,1/25/2016,0:56:28,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20493,,of something that is not listed here,,,,-71.124855,42.352066,,"This intersection is a clusterfark for drivers, pedestrians, and cyclists. Even the trolleys have a beef here. YIKES!",,0,1/25/2016,0:58:21,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
20494,,there are no bike facilities or they need maintenance,,,,-71.17147,42.350464,,Could use a bike lane here connected to Washington Street.,,0,1/25/2016,1:00:58,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20495,,people speed,,,,-71.06945,42.276947,,"Drivers routinely speed here, lose control and crash into the fences, porches, street lights, parked cars, etc. at the base of the hill in front of the park.",,0,1/25/2016,1:06:24,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
20496,,there are no sidewalks or they need maintenance,,,,-71.11091,42.350307,,"There is no accessible ramp, curb cut, push buttons etc here to cross this side of the street. You have to go all the way back to University Road or Amory Street to cross in a wheelchair by going to the opposite site of Commonwealth Avenue.",,0,1/25/2016,1:09:51,,,,,,uses an assistive device,,,,,,,,,,,,,,,,,,,,,
20497,,people double park their vehicles,,,,-71.064285,42.317734,,Businesses double park during rush hour,,0,1/25/2016,1:47:35,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20498,,there are no sidewalks or they need maintenance,,,,-71.12997,42.297607,,"Although there are a couple senior health facilities nearby and a park down the hill, there are no sidewalks yet 22 ft + auto lanes.",,0,1/25/2016,1:47:51,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20499,,there are no bike facilities or they need maintenance,,,,-71.128555,42.299667,,The eroding rock results in a barrier placed such that bikes are forced out into fast moving traffic.,,0,1/25/2016,1:49:00,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20500,,people speed,,,,-71.06771,42.316372,,,,0,1/25/2016,1:49:33,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20501,,people cross away from the crosswalks,,,,-71.06562,42.316784,,,,0,1/25/2016,1:49:57,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20502,,people double park their vehicles,,,,-71.062485,42.31995,,Liquor store,,0,1/25/2016,1:50:38,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
20503,,there are no bike facilities or they need maintenance,,,,-71.120026,42.2989,,,,0,1/25/2016,1:52:38,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
20504,,there are no sidewalks or they need maintenance,,,,-71.09471,42.289852,,,,0,1/25/2016,1:53:28,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20505,,"\people have to wait too long for the \""\""Walk\""\"" signal\""""",,,,-71.11967,42.31381,,This light has become less responsive to people pushing the button so people cross during gaps in the traffic,,0,1/25/2016,1:57:06,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20506,,people have to cross too many lanes / too far,,,,-71.098366,42.315792,,"For a commercial area, the crossings are very wide.",,0,1/25/2016,1:58:15,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20507,,there are no sidewalks or they need maintenance,,,,-71.089516,42.345387,,Midblock crosswalk isn't fully accessible. Ramp needs reconstruction.,,0,1/25/2016,2:29:49,,,,,,uses an assistive device,,,,,,,,,,,,,,,,,,,,,
20508,,there are no sidewalks or they need maintenance,,,,-71.0895,42.345398,,Need accessible crosswalk here. Missing compliant ramps.,,0,1/25/2016,2:30:57,,,,,,uses an assistive device,,,,,,,,,,,,,,,,,,,,,
20509,,people run red lights / stop signs,,,,-71.11386,42.28107,,"There needs to be a speed hump or raised intersection in this area to deter speeders coming down Canterbury St. and turning from Mt. Hope onto Canterbury St.  A raised intersection among Canterbury, Mt. Calvary, Mt. Hope would help strongly.",,0,1/25/2016,2:33:11,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20510,,of something that is not listed here,,,,-71.060135,42.330105,,The on/off ramps make it unfriendly/dangerous to pedestrians walking from the MBTA station to South Bay Plaza.,,0,1/25/2016,2:36:11,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
20511,,people have to cross too many lanes / too far,,,,-71.116745,42.279026,,"This intersection should be reconsidered on a new level.  It's difficult to navigate as a cyclist, walker and as a driver hard to maneuver.",,0,1/25/2016,2:38:40,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22807,,"\people have to wait too long for the \""\""Walk\""\"" signal\""""",,,,-71.05844,42.359753,,Test,,0,1/25/2016,15:44:11,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22808,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.05849,42.359726,,Test,,0,1/25/2016,16:23:25,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22809,,of something that is not listed here,,,,-71.08707,42.335682,,There is too little time to cross the street from the island in the middle of melnea cass blvd. on the south side.,,0,1/25/2016,17:32:27,,,,,,,,,,,,,,,,,,,,,,,,,,,
22810,,bike facilities don't exist or need improvement,,,,-71.08876,42.33565,,"Not clear which lane (there are two, one for walking and one for biking) bikers are on. Having the bike lane a different color with better markings would make the area more easy to navigate",,0,1/25/2016,17:44:08,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22811,,bike facilities don't exist or need improvement,,,,-71.08572,42.33772,,"The two lanes, one for pedestrians and the other for bikers, are hard to differentiate. Pedestrians are often in both because it is not clear which one they should be in. Plenty of space for a well marked, wide, and bi-directional cycletrack.",,0,1/25/2016,17:53:37,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22812,,it’s hard to see / low visibility,,,,-71.08976,42.35136,,motorists turning in and out of Back street are a major hazard for cyclists coming down off the bridge. Only right turns out of Back St should be allowed.,,0,1/25/2016,17:57:13,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22813,,people speed,,,,-71.084885,42.34806,,boylston is way too wide to not have protected bicycle infrastructure.,,0,1/25/2016,17:58:13,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22814,,of something that is not listed here,,,,-71.16118,42.3588,,"There is no ped-xing light, and you cannot see the traffic lights well. ...and even if you can see the light, you have to guess where it is in the cycle to determine if it's safe to cross here",,0,1/25/2016,17:58:48,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22815,,bike facilities don't exist or need improvement,,,,-71.08424,42.351353,,,,0,1/25/2016,17:59:24,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22816,,people speed,,,,-71.084595,42.352184,,,,0,1/25/2016,17:59:34,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22817,,people double park their vehicles,,,,-71.08595,42.35183,,,,0,1/25/2016,17:59:47,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22818,,people run red lights / stop signs,,,,-71.1189,42.2855,,,,0,1/25/2016,18:03:35,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22819,,bike facilities don't exist or need improvement,,,,-71.0685,42.330925,,Complete disatster of road engineering.,,0,1/25/2016,18:03:35,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22820,,bike facilities don't exist or need improvement,,,,-71.06334,42.322567,,Separated bike infra here. Please!,,0,1/25/2016,18:04:38,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22821,,people don't yield while turning,,,,-71.089554,42.350918,,Worst intersection in BOSTON. FIX IT,,0,1/25/2016,18:18:11,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22822,,people don't yield while turning,,,,-71.123314,42.28602,,,,0,1/25/2016,18:19:42,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22823,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.06011,42.299667,,"Lincoln/Dot Ave walk signal requests are maybe successful about 50% of the time, and the time pedestrians have to wait (50 seconds plus) for a walk signal leads to high levels of jaywalking, further aggravating traffic issues and road rage.",,0,1/25/2016,18:22:10,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22824,,people don't yield while turning,,,,-71.12083,42.279434,,,,0,1/25/2016,18:22:52,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22825,,people cross away from the crosswalks,,,,-71.06179,42.29456,,"This is a main road to Shawmut, but no crosswalk. Pedestrian crossing should be prioritized over unabated cars going 30mph+ down residential Dot Ave.",,0,1/25/2016,18:23:38,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22826,,sidewalks/ramps don't exist or need improvement,,,,-71.132576,42.35694,,The footbridge that crosses the pike here is not ADA compliant and is extremely unpleasant for all who use it.,,0,1/25/2016,18:27:56,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22827,,it’s hard to see / low visibility,,,,-71.13606,42.354153,,Poor sight lines for cars cresting the peak of the Cambridge Street overpass coming down to Harvard Ave.,,0,1/25/2016,18:30:00,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22828,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.074455,42.344288,,"Would be nice to have concurrent walk signals here. It takes far too long to get a walk signal now, especially since for much of the day there isn't much traffic at all.",,0,1/25/2016,18:30:24,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22829,,of something that is not listed here,,,,-71.06088,42.29393,,There is no stop sign at this intersection which makes it very dangerous,,0,1/25/2016,18:31:41,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22830,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.07094,42.346977,,Would be much better if the walk signals here were concurrent rather than exclusive. Takes too long to get a walk signal now especially since for much of the day there isn't much traffic.,,0,1/25/2016,18:32:01,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22831,,people double park their vehicles,,,,-71.07801,42.351543,,"bike lane used as holding area for valet parking, cabs and uber/lyft vehicles. i've been cut off numerous times here by vehicles that then pull into the bike lane and sit there.",,0,1/25/2016,18:35:58,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22832,,bike facilities don't exist or need improvement,,,,-71.131325,42.356026,,People don't take the turn wide enough and cut through the bike lane vs turning out into the actual marked lane.  Please put some bollards or flexiposts here to guide motorists.,,0,1/25/2016,18:36:02,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22833,,people cross away from the crosswalks,,,,-71.13143,42.35599,,There is no crosswalk here for people to use to get to the bus stop.  People cross to catch the bus here and there is no easy way for them to cross without going down the street to harvard ave or down to the intersection with lincoln st,,0,1/25/2016,18:38:45,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
22834,,people double park their vehicles,,,,-71.08654,42.344845,,"I bike this road everyday, and ALWAYS encounter double parked vehicles.",,0,1/25/2016,18:46:30,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22835,,people speed,,,,-71.13421,42.348793,,"Lots of people speeding excessively near the crossing of griggs st, lots of people hop off the T here and the speeding decreases safety for all.",,0,1/25/2016,18:44:15,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
22836,,people run red lights / stop signs,,,,-71.13292,42.349167,,People Disobey the right turn only out of the CVS parking lot and take a left on the carriage lane in order to get onto the main section of Commonwealth avenue at Gorham St,,0,1/25/2016,18:48:31,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22837,,of something that is not listed here,,,,-71.06759,42.352848,,"The lights turn green at the same time for cars turning from either direction on Boylston onto Charles, so cars are forced to merge; it is especially challenging for cars trying to enter the parking garage.",,0,1/25/2016,18:48:43,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22838,,people run red lights / stop signs,,,,-71.08409,42.34216,,"Drivers going down Mass Ave go through the light even when traffic is not moving and the light turns yellow and then sit in the intersection, blocking traffic for cross traffic.",,0,1/25/2016,18:49:02,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22839,,bike facilities don't exist or need improvement,,,,-71.125755,42.358055,,The bike lane markings are virtually non-existant becauase people merge into the Pike Onramp too quickly.  Please add flexiposts or bollards here to distinguish where people can merge over.,,0,1/25/2016,18:52:07,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22840,,people double park their vehicles,,,,-71.056595,42.34251,,MBTA needs drop off pick up area,,0,1/25/2016,18:58:39,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22841,,people speed,,,,-71.12319,42.35316,,People Routinely speed down gardner st despite the foot traffic to the BU facilities and shoppers leaving the star market.,,0,1/25/2016,18:58:01,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22842,,people speed,,,,-71.10023,42.31195,,People speed down this street as others try to open car doors or cross the street. There are many children on this street.,,0,1/25/2016,19:07:38,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22843,,sidewalks/ramps don't exist or need improvement,,,,-71.13518,42.34836,,There is no crosswalk here for people to use to get to the T station.  Please add one.,,0,1/25/2016,19:11:58,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22844,,people run red lights / stop signs,,,,-71.10158,42.31247,,"Northbound traffic on Washington backs up and people run lights.  This gridlocks westbound traffic on Montebello, as there is no space for cars to go through the intersection.",,0,1/25/2016,19:14:55,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22845,,people cross away from the crosswalks,,,,-71.062805,42.34419,,Existing diagonal crosswalk was between 2 buildings that no longer exist and now goes to construction fence. Please update to join Troy Apts/Storage building to Ink Block sidewalk to Whole Foods.,,0,1/25/2016,19:28:55,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22846,,of something that is not listed here,,,,-71.15574,42.285725,,"People regularly park at an angle in front of Sugar Bakery. The curb curves, and the silly parkers very often park with the back of their car well into the right lane of traffic. This turns Centre st. inbound into a one lane road.",,0,1/25/2016,19:44:37,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22847,,people run red lights / stop signs,,,,-71.06215,42.329903,,"The stop sign from the small parking area into the larger parking lot has been hit multiple times, and is often ignored by drivers speeding into the lot.",,0,1/25/2016,19:48:23,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22848,,people double park their vehicles,,,,-71.149315,42.287212,,,,0,1/25/2016,19:49:37,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22849,,people double park their vehicles,,,,-71.062386,42.32946,,"People park in the frequently park in the fire zone in front of the Target, which reduces visibility and is dangerous for pedestrians.",,0,1/25/2016,19:50:05,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22850,,the roadway surface needs improvement,,,,-71.056984,42.33444,,,,0,1/25/2016,19:50:35,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22851,,people speed,,,,-71.03279,42.330044,,"There is a signal very close to this area, but because of the turn people don't slow down in time.",,0,1/25/2016,19:52:47,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22852,,it’s hard to see / low visibility,,,,-71.157394,42.291584,,"This is, in effect, a five way intersection. Traffic speeds on Weld in both directions, and can't see those heading north on Pomfret or Maple. (The u turns for the post box don't help!)",,0,1/25/2016,19:54:53,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22853,,people don't yield while turning,,,,-71.11474,42.277527,,,,0,1/25/2016,20:00:17,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22854,,bike facilities don't exist or need improvement,,,,-71.05939,42.287003,,Major east/west road with limited facility.,,0,1/25/2016,20:01:57,,,,,,,,,,,,,,,,,,,,,,,,,,,
22855,,bike facilities don't exist or need improvement,,,,-71.06711,42.2757,,Sharrows disappeared and with 10.5 foot lanes there would be plenty of room for a real bike lane.,,0,1/25/2016,20:02:54,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
