INCIDENT,DATE,MODE,STATUS,location,COMMENTS
23233,2016-01-25T19:47:33.000Z,drives,Unassigned,"-71.059683556134075,42.320003066644212","Traffic on Columbia Rd often gets stuck in the middle of this intersection, blocking Pond St and causing gridlock."
23234,2016-01-25T19:48:48.000Z,walks,Unassigned,"-71.053827287879926,42.287609826040899",People speed down nahant as a cut through street.
23235,2016-01-25T19:49:13.000Z,walks,Unassigned,"-71.062576654168438,42.32917377524214","The layout of the parking lot in South Bay places through traffic directly in front of the stores, which is dangerous for pedestrians entering/exiting the stores."
23236,2016-01-25T19:52:24.000Z,walks,Unassigned,"-71.060759990271038,42.352552308319964",people driving in the Silver Line lane
23237,2016-01-25T19:55:40.000Z,bikes,Unassigned,"-71.061358931206954,42.296224787060979",10 1/2 foot travel lanes would make enough room to add bike lanes from Melville Ave to Lower Mills.
23238,2016-01-25T19:56:04.000Z,bikes,Unassigned,"-71.067409994638879,42.300922638799968",
23239,2016-01-25T19:57:09.000Z,bikes,Unassigned,"-71.09311628542055,42.310856806364029","Separated bike lanes promised but not provided. Now cars double park in bike lanes. Seen police cars doing it, so..."
23240,2016-01-25T19:59:20.000Z,drives,Unassigned,"-71.118286135552225,42.289431327862125",
23241,2016-01-25T20:01:44.000Z,walks,Unassigned,"-71.085069658602407,42.304993298189942",
23242,2016-01-25T20:08:24.000Z,bikes,Unassigned,"-71.056997659011586,42.338112169551728",B St to 4th St is a more safe route for cyclists than continuing on Dorchester Ave. Signage should direct cyclists that way if bike facilities here cannot be improved.
23243,2016-01-25T20:09:32.000Z,drives,Unassigned,"-71.057072760864273,42.338825916865893",
23244,2016-01-25T20:17:57.000Z,walks,Unassigned,"-71.056588621926736,42.352966366185328","Arrangement of lights on poles is not logical. Pedestrian signals are not mounted on the same pole as traffic signals for cars going the same direction. Consequently, many people cross when it is not safe to do so and against the light."
23245,2016-01-25T20:19:22.000Z,walks,Unassigned,"-71.061192634183243,42.351620454381113",
23246,2016-01-25T20:21:52.000Z,walks,Unassigned,"-71.062496187576855,42.329272921406172",
23247,2016-01-25T20:31:53.000Z,drives,Unassigned,"-71.071489399752593,42.332390056851857","Cars on right lane (which is a turn right only lane) merge onto center lane, creating traffic ."
23248,2016-01-25T20:32:22.000Z,walks,Unassigned,"-71.114987017874043,42.299736305721396",the crosswalks linking East side of Washington st with the Arboretum path here are missing and need to be replaced.
23249,2016-01-25T20:44:08.000Z,drives,Unassigned,"-71.070856460278137,42.331530323000806",Cars exiting gas station will sometimes cross all lanes of traffic to enter McDonalds parking lot.
23250,2016-01-25T20:56:35.000Z,walks,Unassigned,"-71.128126634212364,42.286450043411925","Access point to Community Ctr, post office, major bus stop, elementary school, park, etc that people access on foot.  The crossing is VERY wide and not safe for peds."
23251,2016-01-25T20:59:55.000Z,walks,Unassigned,"-71.128692580027874,42.286898486871301","Major bus stop in Roslindale Square.  Crossing the street is very dangerous, drivers don't yield to pedestrians in the crosswalk."
23252,2016-01-25T21:03:07.000Z,walks,Unassigned,"-71.073185922065576,42.333582810983089",Cars don't yield to pedestrians when making illegal right on red.
23253,2016-01-25T21:03:55.000Z,walks,Unassigned,"-71.12557369673506,42.25561185885838",while attempting to cross from the gordon st side to the commuter rail side it is nearly impossible to see oncoming traffic as a pedestrian without stepping onto the street. The bridge itself blocks the view.
23254,2016-01-25T21:07:00.000Z,walks,Unassigned,"-71.124117257266619,42.255828249628294",I am young and fit and have Just enough to cross the street. This is a very aggressive intersection.
23255,2016-01-25T21:15:41.000Z,walks,Unassigned,"-71.167369889538719,42.349881529450919",There is a drain coming from a house that spills water all over the road here and creates a giant patch of ice (about 5 ft by 10 ft) in the roadway. It is a hazard
23256,2016-01-25T21:19:17.000Z,walks,Unassigned,"-71.116328122643196,42.309250148578947",There's no crosswalk to get from the northside of the street to the south. Install a crosswalk here.
23257,2016-01-25T21:19:11.000Z,drives,Unassigned,"-71.015117648002033,42.383854942486451","People start speeding at the light at Byron, and pick up speed at the bottom of the hill at Wordsworth, there is a slight dip in the road in front of the yellow condos which may cause them to lose control and inevitably hit parked cars."
23258,2016-01-25T21:19:44.000Z,bikes,Unassigned,"-71.11543762899025,42.309750002136056","\"People FLY down Centre onto the \"\"right\"\" turn at the monument.\""
23259,2016-01-25T21:20:34.000Z,bikes,Unassigned,"-71.068661245421708,42.35480678914584","Since it is illegal to bike through the park, a 2 way bike path should be installed. The speed of cars on that section makes it unsafe to ride as is."
23260,2016-01-25T21:22:05.000Z,bikes,Unassigned,"-71.046681883294156,42.336050185514083","why is southie the only neighborhood where double parking is unregulated? no bike lanes, and unclear markings if this is 2 lanes or 4 lanes"
23261,2016-01-25T21:35:31.000Z,bikes,Unassigned,"-71.060821148473892,42.365609391787132",Drivers speed and aggressively turn onto Causeway. Precarious for bikers
23262,2016-01-25T21:41:41.000Z,bikes,Unassigned,"-71.120903970918889,42.309706364332683",I often end up going the wrong way up Prince or Orchard because I'm confused about how to get out of the rotary and scared to get hit by a car. Making one of these streets contraflow for bikes would help.
23263,2016-01-25T21:43:39.000Z,walks,Unassigned,"-71.150646986956829,42.336260352270394",People driving in from Chestnut Hill Ave cannot see me as I cross Sutherland from the west. I have almost been hit twice here.
23264,2016-01-25T21:54:33.000Z,walks,Unassigned,"-71.055908682596595,42.351772093652976",I see someone run this red almost every time I stop at this crosswalk.
23265,2016-01-25T22:06:57.000Z,bikes,Unassigned,"-71.072990330082149,42.333323901843748",The bike lane has disappeared due to construction and is very dangerous to take lane here because of traffic and speed of cars.
23266,2016-01-25T22:15:05.000Z,bikes,Unassigned,"-71.083027156445951,42.32795822967865",
23267,2016-01-25T22:15:47.000Z,bikes,Unassigned,"-71.070431503249836,42.319224649937219",
23268,2016-01-25T22:15:57.000Z,bikes,Unassigned,"-71.072169574441332,42.321445838854935",
23269,2016-01-25T22:25:38.000Z,bikes,Unassigned,"-71.106320590340786,42.349874300958199",
23270,2016-01-25T22:26:51.000Z,bikes,Unassigned,"-71.112993926651498,42.350683063088127",
23271,2016-01-25T22:27:06.000Z,bikes,Unassigned,"-71.11495730340107,42.350905074427445",
23272,2016-01-25T22:27:12.000Z,bikes,Unassigned,"-71.116856307775734,42.351337201345522",
23273,2016-01-25T22:27:29.000Z,bikes,Unassigned,"-71.118985981549031,42.351396668363691",
23274,2016-01-25T22:27:36.000Z,bikes,Unassigned,"-71.12241384487541,42.352030977288898",
23275,2016-01-25T22:28:47.000Z,bikes,Unassigned,"-71.127456397585632,42.352407595080749",Cars tailgate and buzz cyclists here.
23276,2016-01-25T22:30:53.000Z,bikes,Unassigned,"-71.117512226155156,42.360982648059149",There is no way for bikes to get accross here to either Allston or further on down the path safely.  There is no walk signal button here and there is never  enough of a delay to safely get by.
23277,2016-01-25T22:38:34.000Z,drives,Unassigned,"-71.026120923270994,42.38042624292801",This intersection makes no sense and is dangerous.
23278,2016-01-25T22:55:33.000Z,walks,Unassigned,"-71.038645985055453,42.374820015090037",
23279,2016-01-25T23:08:29.000Z,walks,Unassigned,"-71.105140628960569,42.337781067251008","Pedestrians only get walk signal for 10% of the full signal rotation and walk signal length is too short for a healthy person to get cross, let alone someone with health issues (as is common outside a hospital.)"
23280,2016-01-25T23:10:52.000Z,walks,Unassigned,"-71.105182202991926,42.337795936718777","drivers block this intersection, run light & cram intersection on walk signal"
23281,2016-01-25T23:11:39.000Z,walks,Unassigned,"-71.09989431049614,42.34399897502324",
23282,2016-01-25T23:42:23.000Z,walks,Unassigned,"-71.057344942310522,42.35537232532954","No car traffic can cross the crosswalk, but a pedestrian 'Dont Walk' signal is shown where it would be perfectly safe to do so. This results in pedestrians not trusting the signals and crossing on their own. This issue is pervasive across Boston."
23283,2016-01-25T23:43:00.000Z,drives,Unassigned,"-71.117642404616234,42.259133581629534",The changing light doesn't allow enough time for cars to proceed safely.  It is a wide..long interesction.
23284,2016-01-25T23:43:24.000Z,walks,Unassigned,"-71.121185603540241,42.255852072554156","\"This intersection is dangerous for pedestrians, cars often do not yield to pedestrian traffic, lighted \"\"yield to pedestrian signs would help\"\"\""
23285,2016-01-25T23:52:34.000Z,walks,Unassigned,"-71.103497167436501,42.337156270856532","There really should be a stop sign here. Over the years, signage has been improved AND there are now flashing yellow lights that can be activated by pedestrians. Drivers still don't yield & a stop sign is the only solution."
23286,2016-01-26T00:26:15.000Z,bikes,Unassigned,"-71.050780298555935,42.35676211779532",The stretch of road in front of the hotel here all the way to Milk St badly needs enforcement. I've almost been hit several times by cabbies who swing over at the last second for any person who might be a fare.
23287,2016-01-26T01:27:07.000Z,bikes,Unassigned,"-71.124905827169087,42.289465058905201",
23288,2016-01-26T01:40:30.000Z,walks,Unassigned,"-71.078807371602764,42.340223154071026",People fly down Tremont and are often going too fast to stop for pedestrians in crosswalks.
23289,2016-01-26T01:44:27.000Z,walks,Unassigned,"-71.055710869079462,42.358953737835101","No traffic lanes painted on State. Causes people to speed, especially around parked delivery vehicles."
23290,2016-01-26T01:48:54.000Z,walks,Unassigned,"-71.056400196702626,42.357757596935926","Taxis and other blast out of Hawes St. This road is so narrow, why is it a through street at all? This should be closed to traffic/bikes only."
23291,2016-01-26T01:49:06.000Z,bikes,Unassigned,"-71.13179575178637,42.283079157235974",
23292,2016-01-26T01:49:28.000Z,bikes,Unassigned,"-71.139246928521814,42.287758147370297",
23293,2016-01-26T01:49:56.000Z,bikes,Unassigned,"-71.136720287427835,42.287579566293708",
23294,2016-01-26T01:51:02.000Z,bikes,Unassigned,"-71.11783753576394,42.292051876195679",
23295,2016-01-26T01:51:10.000Z,walks,Unassigned,"-71.067849577138318,42.327426396660101",Especially during the free food give outs. Enforcement is purposefully lax during these events and it puts me at risk.
23296,2016-01-26T01:52:17.000Z,drives,Unassigned,"-71.065610488563408,42.321293642903733",This is some sort of mutant 4 way stop intersection. You can't see anyone at the other approaches so no one knows who has the right of way.
23297,2016-01-26T01:53:51.000Z,bikes,Unassigned,"-71.145582306046222,42.271453597221146",
23298,2016-01-26T01:59:10.000Z,drives,Unassigned,"-71.072114589461094,42.3326794901567",pedestrians cross against the signal regularly.
23299,2016-01-26T02:01:40.000Z,walks,Unassigned,"-71.074749189187628,42.34224435931916",
23300,2016-01-26T02:03:21.000Z,walks,Unassigned,"-71.068851011830532,42.347674229951856",
23301,2016-01-26T02:08:08.000Z,drives,Unassigned,"-71.169124054048538,42.267106857210727",
23302,2016-01-26T02:13:43.000Z,bikes,Unassigned,"-71.110416534337219,42.29050277456583",
23303,2016-01-26T02:19:08.000Z,bikes,Unassigned,"-71.13135385792171,42.309478256536984",
23304,2016-01-26T02:19:26.000Z,bikes,Unassigned,"-71.125935795049685,42.311866401277861",
23305,2016-01-26T02:22:38.000Z,bikes,Unassigned,"-71.105191590386639,42.301190453479045",People drift in and out of the bike lane
23306,2016-01-26T02:23:26.000Z,bikes,Unassigned,"-71.102383317569632,42.300831383713927",At Shattuck hospital entrance.
23307,2016-01-26T02:24:15.000Z,walks,Unassigned,"-71.107007446698603,42.30034137844207",Stop sign at exit from traffic circle. People rarely stop.
23308,2016-01-26T02:25:02.000Z,walks,Unassigned,"-71.106311413151829,42.300221356474424",Good luck getting people to yield to you when you're in crosswalk.
23309,2016-01-26T02:26:18.000Z,walks,Unassigned,"-71.10673386118556,42.300865108651713",Crosswalk. People rarely yield to people in crosswalk.
23310,2016-01-26T02:27:27.000Z,drives,Unassigned,"-71.10667217028174,42.300223339766802",
23311,2016-01-26T02:29:43.000Z,bikes,Unassigned,"-71.123666646150411,42.317752077064988",
23312,2016-01-26T02:30:04.000Z,drives,Unassigned,"-71.123875858390193,42.319279188937656",
23313,2016-01-26T02:31:45.000Z,drives,Unassigned,"-71.124760988202581,42.295959927398684",
23314,2016-01-26T02:43:28.000Z,bikes,Unassigned,"-71.077070640697656,42.349065818548169",Peds walk out against signal. Need audio signals to get them to wait for turning cars.
23315,2016-01-26T02:47:21.000Z,walks,Unassigned,"-71.085404263977736,42.343158291709756",Drivers fly down Mass Ave and turn onto Westland without slowing or yielding for peds.
23316,2016-01-26T02:58:04.000Z,bikes,Unassigned,"-71.152938934199696,42.287325087185465",No bike facilities on centre street.
23317,2016-01-26T03:06:52.000Z,walks,Unassigned,"-71.081800716232948,42.340631563554822",Heavy traffic from Mass Ave turning right onto Columbus south bound. Give them a protected right arrow? Consider eliminating the left - people can turn left at Tremont and cross over. Traffic stacks up at rush hour waiting for pedestrians
23318,2016-01-26T03:11:17.000Z,bikes,Unassigned,"-71.083732577387437,42.334564127661224",Bike path in rough shape
23319,2016-01-26T03:12:29.000Z,travels (other),Unassigned,"-71.067000957554029,42.356695718900149",Too fast
23320,2016-01-26T03:19:52.000Z,travels (other),Unassigned,"-71.059679197508302,42.368663235739902",Bridge needs bus only lanes. Heavy traffic backs up a number of key bus routes to Charlestown & beyond. Transit needs to be prioritized.
23321,2016-01-26T03:28:11.000Z,bikes,Unassigned,"-71.104726227136865,42.345999623599617",
23322,2016-01-26T03:29:11.000Z,bikes,Unassigned,"-71.048326077843512,42.353062501402782","Construction means bikes have to merge back into the lane while going downhill at a traffic light. Needs to be more clearly marked for both cars and bikes, and more allowance given for bikes to get over."
23323,2016-01-26T03:34:50.000Z,drives,Unassigned,"-71.115760835642945,42.281505029448788",
23324,2016-01-26T03:35:07.000Z,drives,Unassigned,"-71.116211446759124,42.274836999257943",
23325,2016-01-26T03:35:31.000Z,walks,Unassigned,"-71.125583085028111,42.284906246935151",
23326,2016-01-26T03:35:59.000Z,walks,Unassigned,"-71.120390328612473,42.283171926748565",
23327,2016-01-26T03:37:42.000Z,walks,Unassigned,"-71.091606202156584,42.342040655806429",
23328,2016-01-26T03:38:49.000Z,bikes,Unassigned,"-71.118306251526377,42.279701159211371",
23329,2016-01-26T03:39:34.000Z,bikes,Unassigned,"-71.101891132422082,42.270714771830313",
23330,2016-01-26T03:45:01.000Z,drives,Unassigned,"-71.116113545664518,42.296059125897067",
23331,2016-01-26T03:48:59.000Z,walks,Unassigned,"-71.12309533559602,42.285019353230673",Often see people flying up and down hill
23332,2016-01-26T03:55:50.000Z,bikes,Unassigned,"-71.123741748003113,42.290529560782282",Major bike route in city. Heavy bus traffic (9 routes converge on this stretch)makes this challenging to bike here. Needs serious study.
23333,2016-01-26T04:01:28.000Z,walks,Unassigned,"-71.058631124083178,42.367127415003353","This intersection is insanity, from WALK signals that need to be pressed again between lanes on Causeway St to the one crossing the N Washington St bridge signalling for the opposite side of the street to the crazy drivers who turn across lanes."
23334,2016-01-26T04:11:40.000Z,bikes,Unassigned,"-71.120081874093373,42.313566213245977",Needs contraflow lane
23335,2016-01-26T04:11:52.000Z,walks,Unassigned,"-71.035806866786501,42.376039607962284",Drivers roll through the intersection constantly. I have been verbally harassed by drivers for being a pedestrian who uses crosswalks at the pace I walk. I am afraid for the elderly folks in the area who walk much slower.
23336,2016-01-26T04:12:05.000Z,walks,Unassigned,"-71.121927233774187,42.313830007084533",
23337,2016-01-26T04:12:27.000Z,bikes,Unassigned,"-71.122023793684093,42.313675301007706",No bike facilities
23338,2016-01-26T04:15:05.000Z,walks,Unassigned,"-71.037738057797782,42.374370216413503",Cars are moving too quickly to the tolls and it is scary to cross along London St. Also a lot of cars parked at a nearby median make visibility difficult.
23339,2016-01-26T04:19:29.000Z,bikes,Unassigned,"-71.126332091328834,42.288140606651119",Need way to turn left off washington to get to Florence street. If there were a two-way path at Healy it might be better.
23340,2016-01-26T04:24:23.000Z,drives,Unassigned,"-71.140285376498696,42.350353713930787",Left turn visibility is impeded by shrubs that obscure the view of oncoming traffic. Inching your way forward puts you at risk of a side on collision.
24807,2016-01-26T09:07:50.000Z,drives,Unassigned,"-71.092848508414136,42.349912861318927","there should be a no turn on red sign for beacon as well as for the storrow exit.  people routinely turn left on red (legal in MA from a one-way to a one-way) *around* other cars (i.e. from illegal lanes), and there's poor visibility"
24808,2016-01-26T12:38:56.000Z,walks,Unassigned,"-71.145792188429198,42.341637211439966","Orthodox Jews in this neighborhood need to walk across this intersection on Shabbat and holidays, and can't push buttons on the lights. Please put this light on a timer so that pedestrians will automatically get a walk light when it's safe to cross."
24809,2016-01-26T14:29:17.000Z,bikes,Unassigned,"-71.085812630919378,42.343427413285752",Drivers who turn onto Westland Ave or St Stephen Street after going south on Mass Ave don't yield for cyclists who are continuing south on Mass Ave.
24810,2016-01-26T14:58:29.000Z,bikes,Unassigned,"-71.110754492225212,42.328935823412351",This intersection is horrible.  Multiple lanes of traffic suddenly intersecting without any guidance.  It's very difficult to see who is trying to go where and it is common for motorists to cut me off while I'm biking.
24811,2016-01-26T15:09:57.000Z,walks,Unassigned,"-71.074855806635441,42.354815708543811",Drivers turning to take the Storrow Drive seldom yield to pedestrians. Need better signage and also a longer walk signal for pedestrians to cross safely.
24812,2016-01-26T15:16:48.000Z,walks,Unassigned,"-71.103103398118222,42.319454750927669",Drivers speed through this crosswalk regularly. Pedestrian crossing signs are posted on poles on the sidewalk but are obscured by tree branches. The crosswalk is hard to see when approaching the intersection because it is on an incline.
24813,2016-01-26T15:20:10.000Z,walks,Unassigned,"-71.075258137796681,42.345808322008402","The walk signs take too long, but even when they come, drivers are often making left turns without looking for pedestrians or drivers speed through the intersection (turning or going straight)"
24814,2016-01-26T15:23:04.000Z,walks,Unassigned,"-71.090603056173762,42.339652664902076","The wait is long so few people wait the whole time/people jaywalk a lot. Moreover, the cars SPEED down Huntington. We need something to slow them down"
24815,2016-01-26T15:34:32.000Z,drives,Unassigned,"-71.083851935640894,42.297923038031676",
24816,2016-01-26T15:37:43.000Z,drives,Unassigned,"-71.083830478482028,42.298462659127125",They don't yield when going straight as well. And they speed. It's also believed to be an area where people are selling drugs
24817,2016-01-26T15:39:07.000Z,drives,Unassigned,"-71.084731700714414,42.299319695439195","It's like its a NASCAR race at there most days, they speed a lot. I drive and I walk up the street. It's really dangerous."
24818,2016-01-26T15:41:26.000Z,uses an assistive device,Unassigned,"-71.085954787516457,42.300287815007977",
24819,2016-01-26T15:45:25.000Z,walks,Unassigned,"-71.082875611555849,42.298700725533386",Car's are constantly about to get into accidents with other cars and people who are walking. It's hard for people to see when driving cars going in either direction when turning so if someone is crossing the street it's much harder to see as well.
24820,2016-01-26T16:04:39.000Z,travels (other),Unassigned,"-71.090096118892617,42.308381345904131",Probably cost the city upwards of $200k to move the streetlights to the side of the street from the median. Money NOT WELL spent. Occasional replacement vs safe infrastructure for peds and bikes???
24821,2016-01-26T16:16:09.000Z,walks,Unassigned,"-71.057696201552915,42.319372834370114","\"Really comical that \"\"Mullen Square\"\" is shown as a park. Wide open intersection with haphazard parking in the middle of it.\""
24822,2016-01-26T16:16:55.000Z,walks,Unassigned,"-71.052668820489515,42.319367431625061",Need better rear access to JFK Station. Why do you make it so difficult to walk there?
24823,2016-01-26T16:17:52.000Z,drives,Unassigned,"-71.06056097390973,42.353282026814291","It's confusing to have a one way street turn two way for one block, then go back to one way. There's poor signage and the yellow road paint is very faded."
24824,2016-01-26T16:20:50.000Z,walks,Unassigned,"-71.068038215263144,42.366492505794547",So where's that pedestrian bridge replacement we were promised?
24825,2016-01-26T16:26:23.000Z,drives,Unassigned,"-71.087821605254476,42.30915097086141",The way the traffic flow is it's hard to see. And Cars going straight or turning don't yield
24826,2016-01-26T16:48:15.000Z,walks,Unassigned,"-71.035005618062087,42.378710462905467",
24827,2016-01-26T16:54:02.000Z,walks,Unassigned,"-71.132893142720619,42.356957844933554","As you come off the ramp from the footbridge, the path narrows and you are dumped onto Lincoln Street.  People speed and there is no yield sign.  I suggest raising the entire intersection."
24828,2016-01-26T16:57:45.000Z,bikes,Unassigned,"-71.068751099408004,42.373987785359908",Inadequate space for bicycles. Road not maintained--lots of debris.
24829,2016-01-26T16:58:25.000Z,bikes,Unassigned,"-71.09273098901204,42.348832106666116","As a commuting cyclist, this is the most dangerous maneuver on my daily commute as the bike lane changes from the traditional right side of the road to the left side into Back Bay."
24830,2016-01-26T17:50:22.000Z,walks,Unassigned,"-71.131777646241829,42.286578015217273",
24831,2016-01-26T17:55:20.000Z,walks,Unassigned,"-71.045952322824377,42.338516627247088",the sidewalks on Dresser street are poor at best. you can't pass by the phone poles on the sidewalk; you literally have to step in the street to walk around the phone poles.
24832,2016-01-26T17:57:46.000Z,drives,Unassigned,"-71.118935229430434,42.283288012893244",
24833,2016-01-26T18:00:27.000Z,walks,Unassigned,"-71.062812688305968,42.358419094189635",Drivers do not stop at this crosswalk and move too fast through this stretch of street.
24834,2016-01-26T18:02:06.000Z,bikes,Unassigned,"-71.091710808276488,42.35019720557279",This stretch of road is extremely hazardous for bikers. The bike lane is obscured underneath the overpass and largely ignored by drivers. Cars regularly make right turns onto Storrow Drive without checking the bike lane or signaling.
24835,2016-01-26T18:02:39.000Z,bikes,Unassigned,"-71.080943919284636,42.332995748718261","When trying to go straight on the Melnea Cass Bike Path, one must contend with turning traffic going onto Washington St."
24836,2016-01-26T18:20:16.000Z,walks,Unassigned,"-71.06990981383511,42.350147649335788",
24837,2016-01-26T18:33:57.000Z,walks,Unassigned,"-71.131641643104444,42.287068944324275",
24838,2016-01-26T19:11:18.000Z,walks,Unassigned,"-71.070607858709778,42.361419280413848","Everyone coming out of Charles/MGH crosses here, so there should be a crosswalk or other signal so they're not walking through traffic or a maze of stopped cars."
24839,2016-01-26T19:29:47.000Z,bikes,Unassigned,"-71.075757028867812,42.351755245158103",There should be a bike lane on Clarendon Street
24840,2016-01-26T19:31:39.000Z,walks,Unassigned,"-71.095230166811163,42.331555001875586",There should be a crosswalk here to get from the T station to the bus stop.
24841,2016-01-26T19:40:58.000Z,walks,Unassigned,"-71.112153514973954,42.301777178023499",very dangerous crossing during construction
24842,2016-01-26T19:43:07.000Z,bikes,Unassigned,"-71.113677010085112,42.299793357186857",this is take your life in your own hands (or bike on sidewalk) territory. very dangerous for people who bike.
24843,2016-01-26T20:57:37.000Z,bikes,Unassigned,"-71.072126659225262,42.332565477997143",Bike lane markings are almost invisible
24844,2016-01-26T21:37:09.000Z,drives,Unassigned,"-71.092844086906311,42.331280847469451",To and from the bus stops. I think there used to be a crosswalk here.
24845,2016-01-26T21:52:22.000Z,bikes,Unassigned,"-71.079155492131576,42.382326002016413",People often create second lanes in the bike lane and go very fast
24846,2016-01-26T21:58:42.000Z,walks,Unassigned,"-71.059661197066646,42.350023332020598",Does not ever seem to work.
24847,2016-01-26T22:21:51.000Z,walks,Unassigned,"-71.061130943279409,42.351414302987529",
24848,2016-01-26T22:23:25.000Z,travels (other),Unassigned,"-71.090509178633297,42.339793428806374",
24849,2016-01-26T22:38:03.000Z,walks,Unassigned,"-71.066836001715032,42.351067413233558",They speed through the red light into the crosswalk
24850,2016-01-27T00:37:20.000Z,walks,Unassigned,"-71.112885507183236,42.300857669221287",The walk sign to cross in front of the parking lot towards the liquor store goes off at the same time as the perpendicular green to go straight/turn onto Washington. Mixed signals!
24851,2016-01-27T01:10:14.000Z,walks,Unassigned,"-71.132791521702416,42.355533230661429",
24852,2016-01-27T01:51:31.000Z,drives,Unassigned,"-71.065693380606248,42.347826374690044",Drivers consistently go through the 'no turn on red' light.
24853,2016-01-27T02:00:34.000Z,drives,Unassigned,"-71.069193663415874,42.348145530081929",People coming down Arlington frequently run this light - I've almost gotten hit several times getting onto the Pike in the morning.
24854,2016-01-27T02:09:13.000Z,walks,Unassigned,"-71.068004017298591,42.283000367475971",People regularly fly up fuller street from dot ave to Washington
24855,2016-01-27T02:13:55.000Z,bikes,Unassigned,"-71.094663081931841,42.331369702882448",Bike like merges with pedestrian walkway/street--could use better signage/demarcation of paths for all (bike often speed through dangerously) to avoid collisions
24856,2016-01-27T02:16:08.000Z,bikes,Unassigned,"-71.102693616330001,42.322918200419771","People constantly appearing out of nowhere behind parked cars, darting out into the road like they're invincible"
24857,2016-01-27T02:20:15.000Z,bikes,Unassigned,"-71.104421629085266,42.317802031470059","Related to the bike path, really: people exiting the Stonybrook stop should have some sort of signage that they're crossing an active bike lane/look out dum dums"
24858,2016-01-27T02:21:30.000Z,bikes,Unassigned,"-71.115614654593401,42.298319818718525",The bike lane is on the right hand side of street inside of a right hand turn only lane. Bike lane should be between the two lanes as most bikers are heading straight on washington to get to bike path. Its dangerous here!
24859,2016-01-27T02:22:32.000Z,bikes,Unassigned,"-71.119090797874705,42.294915357213412","These couple blocks of washington are in terrible disrepair, its dangerous for bikers given all of the potholes, the majority of which are in the bike lane!"
24860,2016-01-27T02:28:19.000Z,bikes,Unassigned,"-71.083258999942686,42.341700032774604",Drivers always run this light (including MBTA buses on occasion) and I've seen so many people nearly get squashed in the crosswalk
24861,2016-01-27T02:30:25.000Z,bikes,Unassigned,"-71.087518348387604,42.346850436967287",Cars always double-parked or idling in bike lane -- sometimes obviously Berklee-related: college should have a better solution
24862,2016-01-27T02:47:32.000Z,bikes,Unassigned,"-71.132630589417573,42.29694099434974",bike lane disappears here - conflict with people turing right when you're going straight.
24863,2016-01-27T02:47:54.000Z,bikes,Unassigned,"-71.136074545163936,42.294290392249543",bike lane disappears here.
24864,2016-01-27T03:12:58.000Z,bikes,Unassigned,"-71.121394815780036,42.292760690553479","scary intersection - people fly around stopped bus on both sides - bus rarely yields to people in bike lane, people will fly around corners."
24865,2016-01-27T03:43:39.000Z,walks,Unassigned,"-71.074138315929801,42.383929237283859",Drivers run red lights into the rotary making it dangerous for pedestrians.
24866,2016-01-27T04:02:51.000Z,walks,Unassigned,"-71.114621469130427,42.324379289865284",Frequently drivers make right turns on red from Bynner onto the Jamaicaway although it's clearly posted NO TURN ON RED. often drivers don't even stop.
25207,2016-01-26T12:18:17.000Z,walks,Unassigned,"-71.105062844738441,42.337745379318726","This intersection, is so dangerous.  There are three lanes of traffic, four unique crosswalks and a ton of traffic.  Crosswalks should be moved further down the street so that the drivers are not so fully engaged in looking for cars/buses"
25208,2016-01-26T12:34:53.000Z,walks,Unassigned,"-71.05220455138776,42.328930866446562","Almost get hit crossing here with my dog every day. Awful. It's the worst at night because there is terrible lighting for people to even see that you're crossing, although they should stop anyway since it's a stop sign! Same with the next cross walk"
25209,2016-01-26T12:40:18.000Z,walks,Unassigned,"-71.148828449173749,42.341764093699055","Orthodox Jews need to walk across this intersection on Shabbat and holidays, and can't push the light button. Please put this light on a timer, so that the walk light automatically shows when it is safe to cross."
25210,2016-01-26T12:55:05.000Z,walks,Unassigned,"-71.148503902234665,42.341653071985363",
25211,2016-01-26T13:34:33.000Z,drives,Unassigned,"-71.110057788535244,42.336219459396929",The road surface has large waves in it going northeast on Brookline just before the intersection.
25212,2016-01-26T14:34:59.000Z,walks,Unassigned,"-71.045268703096511,42.352700754142013",People do not yield to pedestrians in the crosswalk.
25213,2016-01-26T14:37:11.000Z,bikes,Unassigned,"-71.078030201321226,42.345849952920467","There should be a curb cut right at the end of Harcourt Street, so cyclists can get onto the South West Corridor without having to take an earlier curb cut that puts them on the sidewalk."
25214,2016-01-26T14:38:09.000Z,walks,Unassigned,"-71.057572993120118,42.353391540949524",The walk signal coincides with cars turning from Summer to Bedford and those cars don't care if they almost hit you.
25215,2016-01-26T14:46:32.000Z,bikes,Unassigned,"-71.094671967168352,42.33154530949804","The curb cuts on both sides of the Southwest Corridor in particular are very narrow. Since everyone is trying to make the short & infrequent 'walk' signal, this increases the chance of collisions. Can these curb cuts be widened?"
25216,2016-01-26T14:50:33.000Z,bikes,Unassigned,"-71.10043603413834,42.32279437920667","'blocking the box' is extremely common here which means that people walking and biking have to weave through cars blocking the crosswalk, and it impedes all other car traffic from moving with the light."
25217,2016-01-26T14:56:52.000Z,bikes,Unassigned,"-71.112227025011961,42.324023906333679","There are potholes and poor pavement condition all throughout here, primarily in the bike lane which makes navigating difficult especially as you descend a hill."
25218,2016-01-26T15:28:44.000Z,drives,Unassigned,"-71.085654380105666,42.301930409803269",
